ScoreType,Score,Value,Year,Local Authority
Life Satisfaction,Medium (score 5 to 6) %,17.41,2018,West Lancashire
Life Satisfaction,Medium (score 5 to 6) %,18.96,2014,West Lancashire
Life Satisfaction,Medium (score 5 to 6) %,19.12,2015,West Lancashire
Life Satisfaction,Medium (score 5 to 6) %,19.94,2016,West Lancashire
Life Satisfaction,Medium (score 5 to 6) %,20.19,2013,West Lancashire
Life Satisfaction,Medium (score 5 to 6) %,23.15,2023,West Lancashire
Life Satisfaction,Medium (score 5 to 6) %,3.67,2023,Wyre
Life Satisfaction,Medium (score 5 to 6) %,8.63,2019,Wyre
Life Satisfaction,Medium (score 5 to 6) %,10.61,2017,Wyre
Life Satisfaction,Medium (score 5 to 6) %,11.04,2012,Wyre
Life Satisfaction,Medium (score 5 to 6) %,11.25,2016,Wyre
Life Satisfaction,Medium (score 5 to 6) %,11.29,2018,Wyre
Life Satisfaction,Medium (score 5 to 6) %,14.08,2015,Wyre
Life Satisfaction,Medium (score 5 to 6) %,15.32,2014,Wyre
Life Satisfaction,Medium (score 5 to 6) %,17.86,2013,Wyre
Life Satisfaction,Medium (score 5 to 6) %,23.39,2020,Wyre
Life Satisfaction,Very high (score 9 to 10) %,22.08,2012,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,23.56,2023,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,24.34,2022,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,25.74,2013,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,26.21,2014,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,27.95,2021,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,29.51,2017,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,29.75,2015,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,30.68,2016,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,35.09,2018,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,36.01,2020,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,36.11,2019,Blackburn with Darwen
Life Satisfaction,Very high (score 9 to 10) %,21.12,2021,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,23.78,2012,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,24.51,2015,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,25.81,2013,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,26.9,2023,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,27.57,2014,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,28.06,2018,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,28.75,2017,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,29.15,2022,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,29.48,2016,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,30.59,2019,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,31.05,2020,Blackpool
Life Satisfaction,Very high (score 9 to 10) %,21.1,2018,Burnley
Life Satisfaction,Very high (score 9 to 10) %,21.33,2022,Burnley
Life Satisfaction,Very high (score 9 to 10) %,23.03,2016,Burnley
Life Satisfaction,Very high (score 9 to 10) %,24.1,2020,Burnley
Life Satisfaction,Very high (score 9 to 10) %,24.81,2012,Burnley
Life Satisfaction,Very high (score 9 to 10) %,25.11,2021,Burnley
Life Satisfaction,Very high (score 9 to 10) %,28.41,2019,Burnley
Life Satisfaction,Very high (score 9 to 10) %,28.77,2013,Burnley
Life Satisfaction,Very high (score 9 to 10) %,30.72,2015,Burnley
Life Satisfaction,Very high (score 9 to 10) %,30.76,2014,Burnley
Life Satisfaction,Very high (score 9 to 10) %,33.1,2017,Burnley
Life Satisfaction,Very high (score 9 to 10) %,20.18,2012,Chorley
Life Satisfaction,Very high (score 9 to 10) %,27.35,2015,Chorley
Life Satisfaction,Very high (score 9 to 10) %,28.83,2014,Chorley
Life Satisfaction,Very high (score 9 to 10) %,30.12,2016,Chorley
Life Satisfaction,Very high (score 9 to 10) %,31.24,2022,Chorley
Life Satisfaction,Very high (score 9 to 10) %,31.4,2021,Chorley
Life Satisfaction,Very high (score 9 to 10) %,32.54,2013,Chorley
Life Satisfaction,Very high (score 9 to 10) %,33.33,2017,Chorley
Life Satisfaction,Very high (score 9 to 10) %,34.36,2020,Chorley
Life Satisfaction,Very high (score 9 to 10) %,36.48,2023,Chorley
Life Satisfaction,Very high (score 9 to 10) %,37.61,2018,Chorley
Life Satisfaction,Very high (score 9 to 10) %,37.85,2019,Chorley
Life Satisfaction,Very high (score 9 to 10) %,24.51,2021,Fylde
Life Satisfaction,Very high (score 9 to 10) %,25.2,2013,Fylde
Life Satisfaction,Very high (score 9 to 10) %,30.3,2012,Fylde
Life Satisfaction,Very high (score 9 to 10) %,30.43,2016,Fylde
Life Satisfaction,Very high (score 9 to 10) %,30.66,2023,Fylde
Life Satisfaction,Very high (score 9 to 10) %,33.08,2017,Fylde
Life Satisfaction,Very high (score 9 to 10) %,33.09,2015,Fylde
Life Satisfaction,Very high (score 9 to 10) %,35.1,2022,Fylde
Life Satisfaction,Very high (score 9 to 10) %,36.4,2014,Fylde
Life Satisfaction,Very high (score 9 to 10) %,38.11,2018,Fylde
Life Satisfaction,Very high (score 9 to 10) %,43.9,2020,Fylde
Life Satisfaction,Very high (score 9 to 10) %,45.47,2019,Fylde
Life Satisfaction,Very high (score 9 to 10) %,14.07,2023,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,20.66,2022,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,22.98,2016,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,23.26,2015,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,23.71,2021,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,27.78,2013,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,27.87,2014,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,28.05,2018,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,29.84,2020,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,34.05,2017,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,35.36,2019,Hyndburn
Life Satisfaction,Very high (score 9 to 10) %,23.38,2020,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,23.42,2017,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,24.14,2012,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,25.26,2019,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,27.93,2016,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,28.92,2023,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,28.93,2014,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,30.19,2013,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,30.52,2021,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,30.92,2015,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,32.09,2018,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,37.06,2022,Lancaster
Life Satisfaction,Very high (score 9 to 10) %,18.11,2018,Pendle
Life Satisfaction,Very high (score 9 to 10) %,19.01,2013,Pendle
Life Satisfaction,Very high (score 9 to 10) %,21.78,2021,Pendle
Life Satisfaction,Very high (score 9 to 10) %,24.55,2014,Pendle
Life Satisfaction,Very high (score 9 to 10) %,25.06,2019,Pendle
Life Satisfaction,Very high (score 9 to 10) %,27.61,2015,Pendle
Life Satisfaction,Very high (score 9 to 10) %,30.71,2016,Pendle
Life Satisfaction,Very high (score 9 to 10) %,31.22,2017,Pendle
Life Satisfaction,Very high (score 9 to 10) %,32.26,2012,Pendle
Life Satisfaction,Very high (score 9 to 10) %,38.6,2020,Pendle
Life Satisfaction,Very high (score 9 to 10) %,38.82,2023,Pendle
Life Satisfaction,Very high (score 9 to 10) %,41.18,2022,Pendle
Life Satisfaction,Very high (score 9 to 10) %,17.45,2022,Preston
Life Satisfaction,Very high (score 9 to 10) %,22.37,2014,Preston
Life Satisfaction,Very high (score 9 to 10) %,24.52,2016,Preston
Life Satisfaction,Very high (score 9 to 10) %,26.98,2023,Preston
Life Satisfaction,Very high (score 9 to 10) %,27.05,2013,Preston
Life Satisfaction,Very high (score 9 to 10) %,27.33,2017,Preston
Life Satisfaction,Very high (score 9 to 10) %,27.53,2012,Preston
Life Satisfaction,Very high (score 9 to 10) %,29.42,2018,Preston
Life Satisfaction,Very high (score 9 to 10) %,31.54,2021,Preston
Life Satisfaction,Very high (score 9 to 10) %,32.62,2015,Preston
Life Satisfaction,Very high (score 9 to 10) %,34.35,2019,Preston
Life Satisfaction,Very high (score 9 to 10) %,37.22,2020,Preston
Life Satisfaction,Very high (score 9 to 10) %,25.24,2016,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,29.08,2017,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,31.34,2023,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,33.41,2015,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,34.06,2022,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,34.35,2021,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,34.68,2012,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,36.51,2013,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,36.85,2018,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,39.97,2020,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,46.9,2014,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,47.95,2019,Ribble Valley
Life Satisfaction,Very high (score 9 to 10) %,23.66,2014,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,25.83,2023,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,27.12,2020,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,27.43,2013,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,30.72,2022,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,31.32,2012,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,31.84,2018,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,32.15,2019,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,33.64,2017,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,35.98,2016,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,40.2,2015,Rossendale
Life Satisfaction,Very high (score 9 to 10) %,17.54,2014,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,20.91,2023,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,24.27,2020,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,25.14,2012,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,25.52,2021,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,27.07,2022,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,29.51,2019,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,30.43,2017,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,32.23,2013,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,32.85,2016,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,34.33,2018,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,37.09,2015,South Ribble
Life Satisfaction,Very high (score 9 to 10) %,19.9,2016,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,20.2,2012,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,26.29,2020,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,27.23,2013,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,28.14,2017,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,30.52,2021,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,31.44,2023,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,32.12,2019,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,32.31,2014,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,32.37,2015,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,33.86,2022,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,36.05,2018,West Lancashire
Life Satisfaction,Very high (score 9 to 10) %,28.75,2017,Wyre
Life Satisfaction,Very high (score 9 to 10) %,28.84,2019,Wyre
Life Satisfaction,Very high (score 9 to 10) %,29.34,2013,Wyre
Life Satisfaction,Very high (score 9 to 10) %,29.51,2023,Wyre
Life Satisfaction,Very high (score 9 to 10) %,30.49,2018,Wyre
Life Satisfaction,Very high (score 9 to 10) %,31.2,2021,Wyre
Life Satisfaction,Very high (score 9 to 10) %,31.77,2014,Wyre
Life Satisfaction,Very high (score 9 to 10) %,32.83,2012,Wyre
Life Satisfaction,Very high (score 9 to 10) %,33.02,2020,Wyre
Life Satisfaction,Very high (score 9 to 10) %,33.04,2022,Wyre
Life Satisfaction,Very high (score 9 to 10) %,35.13,2015,Wyre
Life Satisfaction,Very high (score 9 to 10) %,36.45,2016,Wyre
