Attribute,Local Authority,Sum of Value,Year
Agriculture Electricity,Blackburn with Darwen,0.9520940986505696,2005
Agriculture Electricity,Blackburn with Darwen,1.002886036402642,2006
Agriculture Electricity,Blackburn with Darwen,0.8900209209205048,2007
Agriculture Electricity,Blackburn with Darwen,0.8946407050336433,2008
Agriculture Electricity,Blackburn with Darwen,0.6685587158214882,2009
Agriculture Electricity,Blackburn with Darwen,0.7512450981233728,2010
Agriculture Electricity,Blackburn with Darwen,0.6455439527431821,2011
Agriculture Electricity,Blackburn with Darwen,0.7235004341318068,2012
Agriculture Electricity,Blackburn with Darwen,0.6153386440853307,2013
Agriculture Electricity,Blackburn with Darwen,0.5199219009661963,2014
Agriculture Electricity,Blackburn with Darwen,0.4497203319127835,2015
Agriculture Electricity,Blackburn with Darwen,0.3697244604456162,2016
Agriculture Electricity,Blackburn with Darwen,0.3835148266730185,2017
Agriculture Electricity,Blackburn with Darwen,0.3047903847623083,2018
Agriculture Electricity,Blackburn with Darwen,0.1832703141016116,2019
Agriculture Electricity,Blackburn with Darwen,0.17395279914637166,2020
Agriculture Electricity,Blackburn with Darwen,0.1920547096280647,2021
Agriculture Electricity,Blackburn with Darwen,0.14897388784392224,2022
Agriculture Electricity,Blackburn with Darwen,0.14151557620993774,2023
Agriculture Electricity,Blackpool,0.15669200250059953,2005
Agriculture Electricity,Blackpool,0.16403320973484506,2006
Agriculture Electricity,Blackpool,0.1542461240996162,2007
Agriculture Electricity,Blackpool,0.15466970660227974,2008
Agriculture Electricity,Blackpool,0.130381638779299,2009
Agriculture Electricity,Blackpool,0.13333143935106878,2010
Agriculture Electricity,Blackpool,0.11214720331489136,2011
Agriculture Electricity,Blackpool,0.1309652500966184,2012
Agriculture Electricity,Blackpool,0.11762242201428612,2013
Agriculture Electricity,Blackpool,0.10081419583863495,2014
Agriculture Electricity,Blackpool,0.08575886159364896,2015
Agriculture Electricity,Blackpool,0.05727919708504289,2016
Agriculture Electricity,Blackpool,0.06805547198356734,2017
Agriculture Electricity,Blackpool,0.04730115295683447,2018
Agriculture Electricity,Blackpool,0.04346936863672621,2019
Agriculture Electricity,Blackpool,0.03424633272029349,2020
Agriculture Electricity,Blackpool,0.04469733931713948,2021
Agriculture Electricity,Blackpool,0.017724893327756713,2022
Agriculture Electricity,Blackpool,0.0130102246956969,2023
Agriculture Electricity,Burnley,0.8931059703908815,2005
Agriculture Electricity,Burnley,0.8594215914055616,2006
Agriculture Electricity,Burnley,0.7842881075471253,2007
Agriculture Electricity,Burnley,0.7622114298990972,2008
Agriculture Electricity,Burnley,0.6058624380286873,2009
Agriculture Electricity,Burnley,0.6656216688847149,2010
Agriculture Electricity,Burnley,0.5749781037507575,2011
Agriculture Electricity,Burnley,0.647237725701374,2012
Agriculture Electricity,Burnley,0.5981875365362014,2013
Agriculture Electricity,Burnley,0.5112186617836679,2014
Agriculture Electricity,Burnley,0.4429962715239316,2015
Agriculture Electricity,Burnley,0.3520345459604709,2016
Agriculture Electricity,Burnley,0.4655751273925764,2017
Agriculture Electricity,Burnley,0.34007096704057344,2018
Agriculture Electricity,Burnley,0.24825317949921363,2019
Agriculture Electricity,Burnley,0.2976468487609831,2020
Agriculture Electricity,Burnley,0.37904331310262396,2021
Agriculture Electricity,Burnley,0.6215904740182958,2022
Agriculture Electricity,Burnley,0.5620077491355745,2023
Agriculture Electricity,Chorley,3.2882704420217848,2005
Agriculture Electricity,Chorley,3.580440221740937,2006
Agriculture Electricity,Chorley,3.5804169527015985,2007
Agriculture Electricity,Chorley,3.464100344283339,2008
Agriculture Electricity,Chorley,2.941455530430591,2009
Agriculture Electricity,Chorley,3.033981238545186,2010
Agriculture Electricity,Chorley,2.6419654997009654,2011
Agriculture Electricity,Chorley,3.0896486220575565,2012
Agriculture Electricity,Chorley,2.836093040509631,2013
Agriculture Electricity,Chorley,2.4502369353313838,2014
Agriculture Electricity,Chorley,2.124237661744754,2015
Agriculture Electricity,Chorley,1.6763294561405613,2016
Agriculture Electricity,Chorley,2.5614992378003354,2017
Agriculture Electricity,Chorley,1.5026662702107354,2018
Agriculture Electricity,Chorley,1.3213429559673915,2019
Agriculture Electricity,Chorley,1.3724745422638631,2020
Agriculture Electricity,Chorley,1.2625542785628565,2021
Agriculture Electricity,Chorley,1.014888928584652,2022
Agriculture Electricity,Chorley,0.9013487854586689,2023
Agriculture Electricity,England Total,2134.0539190709474,2005
Agriculture Electricity,England Total,2261.6248822441207,2006
Agriculture Electricity,England Total,2188.720700123848,2007
Agriculture Electricity,England Total,2165.179143259108,2008
Agriculture Electricity,England Total,1850.4145130057427,2009
Agriculture Electricity,England Total,1930.831253897743,2010
Agriculture Electricity,England Total,1773.556127738665,2011
Agriculture Electricity,England Total,1943.7695092929625,2012
Agriculture Electricity,England Total,1814.9445738917475,2013
Agriculture Electricity,England Total,1559.6073493394786,2014
Agriculture Electricity,England Total,1321.8395737468602,2015
Agriculture Electricity,England Total,1043.242099522477,2016
Agriculture Electricity,England Total,1202.6585800791981,2017
Agriculture Electricity,England Total,884.2838014846022,2018
Agriculture Electricity,England Total,763.3171761485304,2019
Agriculture Electricity,England Total,695.8490276111752,2020
Agriculture Electricity,England Total,761.5880545556269,2021
Agriculture Electricity,England Total,686.5400849164237,2022
Agriculture Electricity,England Total,588.2988207960407,2023
Agriculture Electricity,Fylde,4.437019116457679,2005
Agriculture Electricity,Fylde,4.7406157478220745,2006
Agriculture Electricity,Fylde,4.662029448877212,2007
Agriculture Electricity,Fylde,5.709796986502222,2008
Agriculture Electricity,Fylde,4.176490934218735,2009
Agriculture Electricity,Fylde,3.8914641353848887,2010
Agriculture Electricity,Fylde,3.5385375843827296,2011
Agriculture Electricity,Fylde,3.930102756200025,2012
Agriculture Electricity,Fylde,3.4404574144765783,2013
Agriculture Electricity,Fylde,3.164550373615821,2014
Agriculture Electricity,Fylde,2.4402979012856836,2015
Agriculture Electricity,Fylde,1.7800583674510522,2016
Agriculture Electricity,Fylde,2.2853165233043375,2017
Agriculture Electricity,Fylde,1.7326850651734835,2018
Agriculture Electricity,Fylde,1.4763944722008333,2019
Agriculture Electricity,Fylde,1.272210902359214,2020
Agriculture Electricity,Fylde,1.4867683150193973,2021
Agriculture Electricity,Fylde,1.4761205756594857,2022
Agriculture Electricity,Fylde,1.2106538042746735,2023
Agriculture Electricity,Hyndburn,0.6896869083858922,2005
Agriculture Electricity,Hyndburn,0.7232964311526618,2006
Agriculture Electricity,Hyndburn,0.6941011577740871,2007
Agriculture Electricity,Hyndburn,0.6897324861802198,2008
Agriculture Electricity,Hyndburn,0.5314469110614523,2009
Agriculture Electricity,Hyndburn,0.5769225296821732,2010
Agriculture Electricity,Hyndburn,0.5175946723032592,2011
Agriculture Electricity,Hyndburn,0.5855887278930261,2012
Agriculture Electricity,Hyndburn,0.5360355506704445,2013
Agriculture Electricity,Hyndburn,0.4584367822404157,2014
Agriculture Electricity,Hyndburn,0.4169505015116841,2015
Agriculture Electricity,Hyndburn,0.313346319893607,2016
Agriculture Electricity,Hyndburn,0.41329535649121135,2017
Agriculture Electricity,Hyndburn,0.319092726193175,2018
Agriculture Electricity,Hyndburn,0.26784897855128514,2019
Agriculture Electricity,Hyndburn,0.23027253912818815,2020
Agriculture Electricity,Hyndburn,0.2703456663386148,2021
Agriculture Electricity,Hyndburn,0.22783313568306893,2022
Agriculture Electricity,Hyndburn,0.20323864870173075,2023
Agriculture Electricity,Lancashire Total,67.96121354626653,2005
Agriculture Electricity,Lancashire Total,69.29287830250104,2006
Agriculture Electricity,Lancashire Total,67.61355912930327,2007
Agriculture Electricity,Lancashire Total,69.57428078090227,2008
Agriculture Electricity,Lancashire Total,55.995191288074174,2009
Agriculture Electricity,Lancashire Total,60.33968285280993,2010
Agriculture Electricity,Lancashire Total,52.135538441041426,2011
Agriculture Electricity,Lancashire Total,60.88736003967641,2012
Agriculture Electricity,Lancashire Total,56.599865663181816,2013
Agriculture Electricity,Lancashire Total,49.23253397298403,2014
Agriculture Electricity,Lancashire Total,42.208461910641375,2015
Agriculture Electricity,Lancashire Total,33.33317927727245,2016
Agriculture Electricity,Lancashire Total,36.50882900108697,2017
Agriculture Electricity,Lancashire Total,27.222004156370744,2018
Agriculture Electricity,Lancashire Total,23.22455271906975,2019
Agriculture Electricity,Lancashire Total,21.226977437343066,2020
Agriculture Electricity,Lancashire Total,22.730243936099704,2021
Agriculture Electricity,Lancashire Total,19.867304823011054,2022
Agriculture Electricity,Lancashire Total,17.320785625710833,2023
Agriculture Electricity,Lancaster,11.489309247934711,2005
Agriculture Electricity,Lancaster,11.150998429164872,2006
Agriculture Electricity,Lancaster,10.805619811345846,2007
Agriculture Electricity,Lancaster,11.945995860343027,2008
Agriculture Electricity,Lancaster,9.714288736051953,2009
Agriculture Electricity,Lancaster,10.864434329637575,2010
Agriculture Electricity,Lancaster,9.600998921929412,2011
Agriculture Electricity,Lancaster,11.102630424488844,2012
Agriculture Electricity,Lancaster,9.921290393954767,2013
Agriculture Electricity,Lancaster,8.396525632789436,2014
Agriculture Electricity,Lancaster,6.95610812344256,2015
Agriculture Electricity,Lancaster,5.3788852968885825,2016
Agriculture Electricity,Lancaster,5.671040160688338,2017
Agriculture Electricity,Lancaster,4.578774078647426,2018
Agriculture Electricity,Lancaster,4.075400769290138,2019
Agriculture Electricity,Lancaster,3.5134175164424324,2020
Agriculture Electricity,Lancaster,4.088885156899846,2021
Agriculture Electricity,Lancaster,3.6443944508497412,2022
Agriculture Electricity,Lancaster,3.2466475657561134,2023
Agriculture Electricity,North West Total,274.5496337619216,2005
Agriculture Electricity,North West Total,290.83817839405225,2006
Agriculture Electricity,North West Total,279.5540548649998,2007
Agriculture Electricity,North West Total,285.33731446085466,2008
Agriculture Electricity,North West Total,229.7509498611905,2009
Agriculture Electricity,North West Total,248.09934519665467,2010
Agriculture Electricity,North West Total,207.4885319167212,2011
Agriculture Electricity,North West Total,251.40840039979238,2012
Agriculture Electricity,North West Total,230.49193745701945,2013
Agriculture Electricity,North West Total,193.64554404047638,2014
Agriculture Electricity,North West Total,164.64780967521602,2015
Agriculture Electricity,North West Total,128.17623383919366,2016
Agriculture Electricity,North West Total,152.26958046090687,2017
Agriculture Electricity,North West Total,112.73135875477745,2018
Agriculture Electricity,North West Total,93.54303494662005,2019
Agriculture Electricity,North West Total,83.93814130743354,2020
Agriculture Electricity,North West Total,93.12103731838518,2021
Agriculture Electricity,North West Total,84.45843449814295,2022
Agriculture Electricity,North West Total,72.64923795789804,2023
Agriculture Electricity,Pendle,2.6091922432430446,2005
Agriculture Electricity,Pendle,2.7576591914064545,2006
Agriculture Electricity,Pendle,2.5674344561747087,2007
Agriculture Electricity,Pendle,2.5671997722803725,2008
Agriculture Electricity,Pendle,2.1356277090544498,2009
Agriculture Electricity,Pendle,2.3019442728712356,2010
Agriculture Electricity,Pendle,1.9305748498460258,2011
Agriculture Electricity,Pendle,2.415463756823682,2012
Agriculture Electricity,Pendle,2.2290680736847284,2013
Agriculture Electricity,Pendle,1.8545681734500963,2014
Agriculture Electricity,Pendle,1.475028133737188,2015
Agriculture Electricity,Pendle,1.236052184241802,2016
Agriculture Electricity,Pendle,1.2800990069034048,2017
Agriculture Electricity,Pendle,1.16482864636144,2018
Agriculture Electricity,Pendle,0.914600911118984,2019
Agriculture Electricity,Pendle,0.720521153546746,2020
Agriculture Electricity,Pendle,0.7613305897355298,2021
Agriculture Electricity,Pendle,0.666375261439853,2022
Agriculture Electricity,Pendle,0.5358392961518752,2023
Agriculture Electricity,Preston,4.266368324738388,2005
Agriculture Electricity,Preston,4.47299621175385,2006
Agriculture Electricity,Preston,4.339068465961675,2007
Agriculture Electricity,Preston,4.435151637845439,2008
Agriculture Electricity,Preston,3.297625293604265,2009
Agriculture Electricity,Preston,3.9023035111274216,2010
Agriculture Electricity,Preston,3.419124452749006,2011
Agriculture Electricity,Preston,3.8385484973274853,2012
Agriculture Electricity,Preston,3.4217297105232434,2013
Agriculture Electricity,Preston,2.906739390236661,2014
Agriculture Electricity,Preston,2.424329337541816,2015
Agriculture Electricity,Preston,1.8673224273288447,2016
Agriculture Electricity,Preston,2.3041875314555726,2017
Agriculture Electricity,Preston,1.5547111704722776,2018
Agriculture Electricity,Preston,1.193506442611872,2019
Agriculture Electricity,Preston,1.120910979164009,2020
Agriculture Electricity,Preston,1.24231622161693,2021
Agriculture Electricity,Preston,1.0274745279120094,2022
Agriculture Electricity,Preston,0.9628699219044647,2023
Agriculture Electricity,Ribble Valley,9.584866360764584,2005
Agriculture Electricity,Ribble Valley,9.362747460884897,2006
Agriculture Electricity,Ribble Valley,9.14661346877991,2007
Agriculture Electricity,Ribble Valley,8.798186694387374,2008
Agriculture Electricity,Ribble Valley,7.203363699224444,2009
Agriculture Electricity,Ribble Valley,8.102564225301233,2010
Agriculture Electricity,Ribble Valley,7.6533324570562185,2011
Agriculture Electricity,Ribble Valley,7.562341243975175,2012
Agriculture Electricity,Ribble Valley,7.548758251592649,2013
Agriculture Electricity,Ribble Valley,6.827000138174467,2014
Agriculture Electricity,Ribble Valley,5.859738615892571,2015
Agriculture Electricity,Ribble Valley,4.845100768196705,2016
Agriculture Electricity,Ribble Valley,4.430356440618001,2017
Agriculture Electricity,Ribble Valley,3.8005161463330404,2018
Agriculture Electricity,Ribble Valley,3.153986362506608,2019
Agriculture Electricity,Ribble Valley,2.904403387122837,2020
Agriculture Electricity,Ribble Valley,3.1116349696837187,2021
Agriculture Electricity,Ribble Valley,2.5830914455105427,2022
Agriculture Electricity,Ribble Valley,2.2837732620613123,2023
Agriculture Electricity,Rossendale,3.8695189974331363,2005
Agriculture Electricity,Rossendale,4.009265103800891,2006
Agriculture Electricity,Rossendale,3.816782082303113,2007
Agriculture Electricity,Rossendale,3.763788427358736,2008
Agriculture Electricity,Rossendale,3.2128793576341965,2009
Agriculture Electricity,Rossendale,2.095116564895913,2010
Agriculture Electricity,Rossendale,2.817121996637455,2011
Agriculture Electricity,Rossendale,3.210089712279604,2012
Agriculture Electricity,Rossendale,2.88162987465283,2013
Agriculture Electricity,Rossendale,2.4330762197938895,2014
Agriculture Electricity,Rossendale,2.0022563436127925,2015
Agriculture Electricity,Rossendale,1.4719179019236253,2016
Agriculture Electricity,Rossendale,1.4975359393446241,2017
Agriculture Electricity,Rossendale,1.1817121678412137,2018
Agriculture Electricity,Rossendale,0.5167070061622716,2019
Agriculture Electricity,Rossendale,0.5514188779959299,2020
Agriculture Electricity,Rossendale,0.5680847994205978,2021
Agriculture Electricity,Rossendale,0.46122963950043033,2022
Agriculture Electricity,Rossendale,0.4231345578275019,2023
Agriculture Electricity,South Ribble,2.1349334306917007,2005
Agriculture Electricity,South Ribble,2.259567001243898,2006
Agriculture Electricity,South Ribble,1.9896663792320533,2007
Agriculture Electricity,South Ribble,2.231799714517091,2008
Agriculture Electricity,South Ribble,1.464478577419371,2009
Agriculture Electricity,South Ribble,1.8625695648043832,2010
Agriculture Electricity,South Ribble,1.6125649928462729,2011
Agriculture Electricity,South Ribble,2.0406344428110117,2012
Agriculture Electricity,South Ribble,1.9289856093941546,2013
Agriculture Electricity,South Ribble,1.7199328729030077,2014
Agriculture Electricity,South Ribble,1.488184380201492,2015
Agriculture Electricity,South Ribble,1.2133526278351874,2016
Agriculture Electricity,South Ribble,1.4976843596413159,2017
Agriculture Electricity,South Ribble,1.0257324919325508,2018
Agriculture Electricity,South Ribble,1.0432887240534763,2019
Agriculture Electricity,South Ribble,0.9678306955864023,2020
Agriculture Electricity,South Ribble,1.0948549980251452,2021
Agriculture Electricity,South Ribble,0.9572777304025173,2022
Agriculture Electricity,South Ribble,0.8326854026305697,2023
Agriculture Electricity,West Lancashire,19.10700843724263,2005
Agriculture Electricity,West Lancashire,18.739975694836524,2006
Agriculture Electricity,West Lancashire,18.063368500668982,2007
Agriculture Electricity,West Lancashire,18.87360768840298,2008
Agriculture Electricity,West Lancashire,15.276735440719653,2009
Agriculture Electricity,West Lancashire,16.75838758880469,2010
Agriculture Electricity,West Lancashire,13.157481266227052,2011
Agriculture Electricity,West Lancashire,16.224172584428462,2012
Agriculture Electricity,West Lancashire,15.413940815176023,2013
Agriculture Electricity,West Lancashire,13.390692083099824,2014
Agriculture Electricity,West Lancashire,11.776239250113365,2015
Agriculture Electricity,West Lancashire,9.341126784478858,2016
Agriculture Electricity,West Lancashire,9.929800995304156,2017
Agriculture Electricity,West Lancashire,6.538857806818821,2018
Agriculture Electricity,West Lancashire,6.417418912435308,2019
Agriculture Electricity,West Lancashire,5.981286877434864,2020
Agriculture Electricity,West Lancashire,6.043001910337076,2021
Agriculture Electricity,West Lancashire,4.81393722712186,2022
Agriculture Electricity,West Lancashire,4.228970454221862,2023
Agriculture Electricity,Wyre,5.591934066962111,2005
Agriculture Electricity,Wyre,6.635895217288407,2006
Agriculture Electricity,Wyre,7.164170297936954,2007
Agriculture Electricity,Wyre,6.332709738902374,2008
Agriculture Electricity,Wyre,5.43493666062638,2009
Agriculture Electricity,Wyre,6.28437322287051,2010
Agriculture Electricity,Wyre,4.671263643612269,2011
Agriculture Electricity,Wyre,6.240901545690163,2012
Agriculture Electricity,Wyre,5.843689392010572,2013
Agriculture Electricity,Wyre,5.119556709565362,2014
Agriculture Electricity,Wyre,4.802095390033532,2015
Agriculture Electricity,Wyre,3.8576525969331583,2016
Agriculture Electricity,Wyre,4.172438322143102,2017
Agriculture Electricity,Wyre,3.4823566193460076,2018
Agriculture Electricity,Wyre,2.595804004672368,2019
Agriculture Electricity,Wyre,2.2945831175375964,2020
Agriculture Electricity,Wyre,2.4214237173573663,2021
Agriculture Electricity,Wyre,2.3730914263285983,2022
Agriculture Electricity,Wyre,1.9296161775864864,2023
Agriculture Gas,Blackburn with Darwen,0.47651174820211195,2005
Agriculture Gas,Blackburn with Darwen,0.4031844291983519,2006
Agriculture Gas,Blackburn with Darwen,0.4043351969773428,2007
Agriculture Gas,Blackburn with Darwen,0.36657564548321137,2008
Agriculture Gas,Blackburn with Darwen,0.3561138271807081,2009
Agriculture Gas,Blackburn with Darwen,0.39980036528951624,2010
Agriculture Gas,Blackburn with Darwen,0.3111620814622878,2011
Agriculture Gas,Blackburn with Darwen,0.22192931000289834,2012
Agriculture Gas,Blackburn with Darwen,0.2653513164997332,2013
Agriculture Gas,Blackburn with Darwen,0.21192252936379444,2014
Agriculture Gas,Blackburn with Darwen,0.21932540603873862,2015
Agriculture Gas,Blackburn with Darwen,0.23131378988113455,2016
Agriculture Gas,Blackburn with Darwen,0.1940335463752988,2017
Agriculture Gas,Blackburn with Darwen,0.16323416230512322,2018
Agriculture Gas,Blackburn with Darwen,0.07547959547513809,2019
Agriculture Gas,Blackburn with Darwen,0.06728252954047252,2020
Agriculture Gas,Blackburn with Darwen,0.05273416330572122,2021
Agriculture Gas,Blackburn with Darwen,0.08038986644542225,2022
Agriculture Gas,Blackburn with Darwen,0.07466924424042784,2023
Agriculture Gas,Blackpool,0.009109994682975906,2005
Agriculture Gas,Blackpool,0.008461579347272298,2006
Agriculture Gas,Blackpool,0.00777387190462184,2007
Agriculture Gas,Blackpool,0.00787241972003532,2008
Agriculture Gas,Blackpool,0.007059798198216861,2009
Agriculture Gas,Blackpool,0.008124514895698067,2010
Agriculture Gas,Blackpool,0.007148442589410539,2011
Agriculture Gas,Blackpool,0.008155437250123248,2012
Agriculture Gas,Blackpool,0.007956058387517725,2013
Agriculture Gas,Blackpool,0.006660394096387682,2014
Agriculture Gas,Blackpool,0.006886694343531302,2015
Agriculture Gas,Blackpool,0.011398355239886228,2016
Agriculture Gas,Blackpool,0.004741856167098395,2017
Agriculture Gas,Blackpool,0.002594918335184065,2018
Agriculture Gas,Blackpool,0.020505399215339195,2019
Agriculture Gas,Blackpool,0.015405353068163218,2020
Agriculture Gas,Blackpool,0.006340802816757106,2021
Agriculture Gas,Blackpool,0.015776894283044195,2022
Agriculture Gas,Blackpool,0.013764866422846123,2023
Agriculture Gas,Burnley,0.7775140318325966,2005
Agriculture Gas,Burnley,0.6585373684869981,2006
Agriculture Gas,Burnley,0.6568724319128278,2007
Agriculture Gas,Burnley,0.5961128419117507,2008
Agriculture Gas,Burnley,0.47297490139035886,2009
Agriculture Gas,Burnley,0.5345006505570388,2010
Agriculture Gas,Burnley,0.43816283081575097,2011
Agriculture Gas,Burnley,0.4226073435037963,2012
Agriculture Gas,Burnley,0.48816388395013155,2013
Agriculture Gas,Burnley,0.41948299986185866,2014
Agriculture Gas,Burnley,0.4701211821902174,2015
Agriculture Gas,Burnley,0.4888664815656735,2016
Agriculture Gas,Burnley,0.36135242175486076,2017
Agriculture Gas,Burnley,0.23330596579057764,2018
Agriculture Gas,Burnley,0.10504427140216283,2019
Agriculture Gas,Burnley,0.11364502553452833,2020
Agriculture Gas,Burnley,0.1326680538257371,2021
Agriculture Gas,Burnley,0.24926037741318183,2022
Agriculture Gas,Burnley,0.18560388402532405,2023
Agriculture Gas,Chorley,0.6137530655491131,2005
Agriculture Gas,Chorley,0.5881417299520567,2006
Agriculture Gas,Chorley,0.5243973053332439,2007
Agriculture Gas,Chorley,0.5156577788093578,2008
Agriculture Gas,Chorley,0.4870035230780782,2009
Agriculture Gas,Chorley,0.5305266876490019,2010
Agriculture Gas,Chorley,0.46883634411374414,2011
Agriculture Gas,Chorley,0.5370040206797513,2012
Agriculture Gas,Chorley,0.5939716934180376,2013
Agriculture Gas,Chorley,0.7730860558776992,2014
Agriculture Gas,Chorley,0.7221126096653921,2015
Agriculture Gas,Chorley,0.5942679933533644,2016
Agriculture Gas,Chorley,0.5825171607937942,2017
Agriculture Gas,Chorley,0.5882772169918834,2018
Agriculture Gas,Chorley,0.5966650650614009,2019
Agriculture Gas,Chorley,0.47120941217565515,2020
Agriculture Gas,Chorley,0.5228384142263006,2021
Agriculture Gas,Chorley,0.48075953313699726,2022
Agriculture Gas,Chorley,0.586049771457569,2023
Agriculture Gas,England Total,685.7566655884416,2005
Agriculture Gas,England Total,629.9101520978421,2006
Agriculture Gas,England Total,587.338039488436,2007
Agriculture Gas,England Total,590.8095314478672,2008
Agriculture Gas,England Total,531.9504905508222,2009
Agriculture Gas,England Total,652.8566280818422,2010
Agriculture Gas,England Total,553.3708507036995,2011
Agriculture Gas,England Total,562.0207790660319,2012
Agriculture Gas,England Total,576.4196395663241,2013
Agriculture Gas,England Total,506.0414790735591,2014
Agriculture Gas,England Total,514.6037691529393,2015
Agriculture Gas,England Total,505.623889718866,2016
Agriculture Gas,England Total,602.5051095116864,2017
Agriculture Gas,England Total,619.3437938324354,2018
Agriculture Gas,England Total,561.100188604435,2019
Agriculture Gas,England Total,619.7313132257831,2020
Agriculture Gas,England Total,539.6108896875777,2021
Agriculture Gas,England Total,514.9055896991171,2022
Agriculture Gas,England Total,458.34086684914854,2023
Agriculture Gas,Fylde,2.3720686248148826,2005
Agriculture Gas,Fylde,2.3776676517057944,2006
Agriculture Gas,Fylde,1.852813979532917,2007
Agriculture Gas,Fylde,2.029935888738317,2008
Agriculture Gas,Fylde,2.333594834088615,2009
Agriculture Gas,Fylde,2.894752764911992,2010
Agriculture Gas,Fylde,2.3271070868990944,2011
Agriculture Gas,Fylde,0.9592798451608865,2012
Agriculture Gas,Fylde,0.9478253019491052,2013
Agriculture Gas,Fylde,0.7193019761512274,2014
Agriculture Gas,Fylde,0.7693179665844547,2015
Agriculture Gas,Fylde,0.7513905691111608,2016
Agriculture Gas,Fylde,0.7422657233084028,2017
Agriculture Gas,Fylde,0.6466175229909863,2018
Agriculture Gas,Fylde,0.7267804252856517,2019
Agriculture Gas,Fylde,0.7007206842997936,2020
Agriculture Gas,Fylde,0.6548657285147912,2021
Agriculture Gas,Fylde,1.760496627900484,2022
Agriculture Gas,Fylde,1.064324215006372,2023
Agriculture Gas,Hyndburn,0.4609577810866725,2005
Agriculture Gas,Hyndburn,0.4076401090015367,2006
Agriculture Gas,Hyndburn,0.3559733336932149,2007
Agriculture Gas,Hyndburn,0.38410587212926783,2008
Agriculture Gas,Hyndburn,0.32489888851231413,2009
Agriculture Gas,Hyndburn,0.35755944769778003,2010
Agriculture Gas,Hyndburn,0.2817165102968477,2011
Agriculture Gas,Hyndburn,0.2950406607961126,2012
Agriculture Gas,Hyndburn,0.2628189739732844,2013
Agriculture Gas,Hyndburn,0.2596927701872688,2014
Agriculture Gas,Hyndburn,0.2814672486262055,2015
Agriculture Gas,Hyndburn,0.28552108883205013,2016
Agriculture Gas,Hyndburn,0.2755400353315479,2017
Agriculture Gas,Hyndburn,0.2596301897314423,2018
Agriculture Gas,Hyndburn,0.18544925119904104,2019
Agriculture Gas,Hyndburn,0.25152468273718676,2020
Agriculture Gas,Hyndburn,0.29550430471651634,2021
Agriculture Gas,Hyndburn,0.14667226680125361,2022
Agriculture Gas,Hyndburn,0.08684218207632208,2023
Agriculture Gas,Lancashire Total,34.65215187971723,2005
Agriculture Gas,Lancashire Total,32.2101142289274,2006
Agriculture Gas,Lancashire Total,28.566921185519984,2007
Agriculture Gas,Lancashire Total,26.977135748173026,2008
Agriculture Gas,Lancashire Total,26.64532012693733,2009
Agriculture Gas,Lancashire Total,32.13038183850959,2010
Agriculture Gas,Lancashire Total,29.27589153404637,2011
Agriculture Gas,Lancashire Total,28.24083263267477,2012
Agriculture Gas,Lancashire Total,29.24836523337947,2013
Agriculture Gas,Lancashire Total,24.88642235030761,2014
Agriculture Gas,Lancashire Total,27.24957941909081,2015
Agriculture Gas,Lancashire Total,26.264862048383414,2016
Agriculture Gas,Lancashire Total,20.906074836578206,2017
Agriculture Gas,Lancashire Total,27.19746161650232,2018
Agriculture Gas,Lancashire Total,30.498944166207536,2019
Agriculture Gas,Lancashire Total,35.317301396078285,2020
Agriculture Gas,Lancashire Total,32.77665736507226,2021
Agriculture Gas,Lancashire Total,34.991025384008594,2022
Agriculture Gas,Lancashire Total,29.76660261439465,2023
Agriculture Gas,Lancaster,0.6814366848346156,2005
Agriculture Gas,Lancaster,0.6206495619385183,2006
Agriculture Gas,Lancaster,0.5703172724638301,2007
Agriculture Gas,Lancaster,0.5670312378728372,2008
Agriculture Gas,Lancaster,0.5395960690792263,2009
Agriculture Gas,Lancaster,0.5550786751084379,2010
Agriculture Gas,Lancaster,0.470164310905541,2011
Agriculture Gas,Lancaster,0.5332159807680128,2012
Agriculture Gas,Lancaster,0.5818293061084848,2013
Agriculture Gas,Lancaster,0.5049372217885094,2014
Agriculture Gas,Lancaster,0.4688626404343559,2015
Agriculture Gas,Lancaster,0.3923360057680187,2016
Agriculture Gas,Lancaster,0.30342691013713396,2017
Agriculture Gas,Lancaster,0.31852019630927403,2018
Agriculture Gas,Lancaster,0.5765878943684295,2019
Agriculture Gas,Lancaster,0.3825414486840875,2020
Agriculture Gas,Lancaster,0.45709647405300224,2021
Agriculture Gas,Lancaster,0.3492783442744649,2022
Agriculture Gas,Lancaster,1.3449689555478743,2023
Agriculture Gas,North West Total,75.01321656033988,2005
Agriculture Gas,North West Total,67.82279622250279,2006
Agriculture Gas,North West Total,61.994887663759634,2007
Agriculture Gas,North West Total,60.4857712056785,2008
Agriculture Gas,North West Total,57.8253106047782,2009
Agriculture Gas,North West Total,67.15277468965078,2010
Agriculture Gas,North West Total,60.22207985217949,2011
Agriculture Gas,North West Total,63.834034117454,2012
Agriculture Gas,North West Total,64.81106769346968,2013
Agriculture Gas,North West Total,55.778939768728236,2014
Agriculture Gas,North West Total,58.389195353805974,2015
Agriculture Gas,North West Total,58.131051876646275,2016
Agriculture Gas,North West Total,54.07136775794599,2017
Agriculture Gas,North West Total,61.73418939510022,2018
Agriculture Gas,North West Total,55.557131361859135,2019
Agriculture Gas,North West Total,65.74353163684762,2020
Agriculture Gas,North West Total,61.93800682844136,2021
Agriculture Gas,North West Total,61.59605454290195,2022
