,gdhi_level,gdhi_trend,children_low_income_relative_level,children_low_income_relative_trend,children_low_income_absolute_level,children_low_income_absolute_trend,residual_waste_per_household_kg_level,residual_waste_per_household_kg_trend,pct_waste_recycled_level,pct_waste_recycled_trend,anxiety_high_pct_level,anxiety_high_pct_trend,life_satisfaction_low_pct_level,life_satisfaction_low_pct_trend,rough_sleeping_single_night_level,rough_sleeping_single_night_trend,rough_sleeping_longterm_level,rough_sleeping_longterm_trend,post16_18_positive_destination_pct_level,post16_18_positive_destination_pct_trend,pct_adults_inactive_level,pct_adults_inactive_trend,household_recycling_rejects_tonnes_level,household_recycling_rejects_tonnes_trend,per_capita_emissions_tCO2e_level,per_capita_emissions_tCO2e_trend,violent_crime_hospital_admissions_level,violent_crime_hospital_admissions_trend,mental_health_qof_prevalence_level,mental_health_qof_prevalence_trend,smoking_qof_prevalence_level,smoking_qof_prevalence_trend,violent_crime_sexual_offences_per_1000_level,violent_crime_sexual_offences_per_1000_trend,violent_crime_violence_offences_per_1000_level,violent_crime_violence_offences_per_1000_trend,reoffending_pct_level,reoffending_pct_trend,obesity_prevalence_adults_level,obesity_prevalence_adults_trend,mean_imd_score,imd_domain_Barriers,imd_domain_Education,imd_domain_Employment,imd_domain_Health,imd_domain_Income,imd_domain_Living,temp_accom_households,temp_accom_dependent_children_households,temp_accom_sent_elsewhere_per_1000,homelessness_duty_accepted_pct
pct_adults_inactive_level,-0.21752267949533843,-0.39919375527097356,0.8015042729715472,0.8246550109608458,0.7860499499560836,0.7711093503016649,0.22534898843067652,0.2712155694949578,-0.31470393455906076,-0.14664669311992673,0.3863908688064222,-0.20337630769017634,0.5144236417382428,-0.17211104911616898,0.3974775418380983,0.23636671372901258,0.3373504825004064,0.22811584877399257,0.2494480904554488,-0.21453703593852833,1.0,0.4626231532114755,0.2249492014772296,-0.14486276699148076,-0.7042817029738239,0.5300710435015913,0.8229060863813144,-0.7285555801527528,0.6140659516597268,0.1302041130384154,0.7724266035854963,-0.3307686621360061,0.6713419734535805,0.6514820493555036,0.72088191125887,0.8024859348231181,0.5331433484314877,-0.11989322260677326,0.75752482283815,0.44769416654274263,0.8700666975166729,0.22118158015919778,0.8808840013959076,0.9118441307490541,0.841185379599936,0.8978774731130923,0.5723308851987304,0.5518780042477622,0.5554465865447618,-0.13001499897995644,-0.05478719632555958
pct_adults_inactive_trend,0.24768871072659107,0.16097740450300504,0.5741423195331538,0.6430137628365127,0.5622916460882642,0.6521730199349502,0.20629306138837658,0.34951667097404426,-0.20763989427998247,-0.18649271415723392,-0.1468656134907942,-0.056957855289740664,-0.061602252634028416,-0.05469914610418661,0.6914122889160816,0.04693469997512508,0.6129234855341336,-0.14411991299862495,0.30670815638288873,-0.06961311305463358,0.4626231532114755,1.0,0.15019204684255513,-0.2963598421951633,-0.4221024819156497,0.3038898469523921,0.5938504766718364,-0.5009899388131039,0.6413393939551382,0.22092392079765932,0.5337584035081666,-0.4891592094021974,0.5925545262174265,0.7135269759132237,0.6238684976497723,0.5657352566293196,0.6222025101671403,0.2723122579006639,0.058274569784932846,0.49135359769747977,0.5957629833560396,-0.09639590901056012,0.6509540689617968,0.5546085015340199,0.5656801960099037,0.6186004347010703,0.3893523021385273,0.3558574141513704,0.359496907519027,-0.10044620216904535,-0.591723518425039
household_recycling_rejects_tonnes_level,0.4772496780934792,0.3861917190084739,0.03251676922823391,-0.08087421881532043,0.028524700359622814,-0.12849637736864447,0.42259688424692876,0.335555654460992,0.26760099015356165,-0.5279663562367353,0.018179704430024715,-0.20695036762442895,-0.2969945578112034,-0.2546377226524481,0.18489073447614338,-0.40901235790667734,0.0685256335998638,0.34746897245655556,-0.07265068428664438,0.03988733002318755,0.2249492014772296,0.15019204684255513,1.0,-0.6823081243919582,-0.25748198658253973,0.10695391682256762,0.0022660147337317947,-0.08843190397480963,0.01091940714097751,0.17681654454062415,-0.1312119374477153,0.08948472624438093,-0.0006127396944945195,-0.12287418823869706,0.012043899863633462,-0.009151208828580072,-0.03657812132333049,0.4479556612185283,-0.11754816996423963,0.0960378330072246,-0.009979334241023173,-0.10363914726502389,0.05295353613308174,0.041922805030766876,0.018859957402113034,0.08400525975688156,-0.30017621595753985,0.2914768345232985,0.5437781269828547,0.052970640823639864,0.09141576820766084
household_recycling_rejects_tonnes_trend,-0.2730364838225155,-0.3341247149652995,-0.19146378479175621,0.052928611178653946,-0.19405770530070973,0.02109768070628877,-0.4070354232837521,-0.46607309532173724,-0.07499320673577087,0.6153330024443453,0.08136931102370355,0.37690510704238034,0.20226554611481112,0.3928166881667999,-0.25709659527903433,0.32331069738027984,-0.23413622517612456,-0.3704893525179711,-0.023308289619402966,-0.09510758245430011,-0.14486276699148076,-0.2963598421951633,-0.6823081243919582,1.0,0.04384211994976384,0.1784536956489856,-0.13817163911011518,0.018504844389520863,0.0711805471831492,0.08626200870152825,0.18916237809817119,0.04577776267781606,0.09595886562624156,0.28683628099873465,0.0832542234675113,0.235632560139945,-0.07657512079892052,-0.10347610052388714,0.20491230564598412,-0.0670807980259688,-0.05939939292962489,-0.09307668626326063,-0.2001489188266986,-0.020047304865958487,0.05171349230701279,-0.1586129366240061,0.12017747251892962,-0.07190424539278374,-0.3489021282269486,-0.14369173183682832,0.03565361095020384
per_capita_emissions_tCO2e_level,-0.08428861623399442,0.0009585998251484717,-0.6109457521600712,-0.6160590649364464,-0.5912212330972508,-0.5541781845431405,0.06428159816428525,-0.13997839846140325,0.17717224129857378,0.1324771722517183,-0.1813593207021762,0.1547114860426671,-0.22763848439930215,-0.06379784535478795,-0.38281805614413295,-0.015118368424386616,-0.32703735232281705,0.019504535625699388,-0.4026727836407438,0.07306922104010147,-0.7042817029738239,-0.4221024819156497,-0.25748198658253973,0.04384211994976384,1.0,-0.8911043368349402,-0.5931436589395019,0.48562713565124205,-0.40604936212954573,-0.40522940057592893,-0.7000486539450763,0.4387921357852701,-0.5928846031434305,-0.5596278797570204,-0.6382401296464628,-0.62972246823025,-0.6571032722174835,-0.12824413151599778,-0.5890489748624776,-0.25143197298830045,-0.6779904455331338,-0.042864304852452656,-0.6966005362695384,-0.7142712541493376,-0.807493874256761,-0.6987346407121356,-0.3155573537988088,-0.3875304665822923,-0.4795029040521048,0.0698438132903645,0.1825415396850629
per_capita_emissions_tCO2e_trend,0.23389306295046272,0.14511113383387209,0.38985066330131524,0.47520164948939847,0.36483995843228767,0.3884642284398507,-0.2808712842730587,-0.11011592060499595,-0.011730822060992532,0.0966709003585086,0.27828308637094645,-0.019264879759813756,0.20167415385014312,0.1908341746523912,0.24264278225539507,0.025431278773321617,0.16870033008427646,-0.13606678560833768,0.3507642403151304,-0.3093123473152418,0.5300710435015913,0.3038898469523921,0.10695391682256762,0.1784536956489856,-0.8911043368349402,1.0,0.4524511567746998,-0.4274139642201333,0.20284706729583943,0.48844652115496284,0.5863944288544378,-0.26285321480792956,0.5164324541740903,0.5716682655685513,0.551972749767939,0.569605085357253,0.5652190533653692,0.09068360073101008,0.56572292683203,0.0477597435036106,0.5055040985673908,-0.1859760464733319,0.527392485509558,0.5719904580172089,0.7046787857911392,0.4963491949897113,0.1415042902419331,0.2784153281070934,0.298164604676347,-0.3112089409399862,-0.3235147548792906
violent_crime_hospital_admissions_level,-0.17864575045512548,-0.3019144295944169,0.8212740094682148,0.8264608588974307,0.7994851172080573,0.7823952089410989,0.24751401652133959,0.09488824627436239,-0.46124887182395324,0.05096428772032454,0.520307149879187,-0.026234210648637592,0.5725442019740475,-0.04290277962068186,0.502829491511923,0.32335499200558476,0.4452765425138058,0.11332187715616106,0.08023770618040445,-0.2985108682518493,0.8229060863813144,0.5938504766718364,0.0022660147337317947,-0.13817163911011518,-0.5931436589395019,0.4524511567746998,1.0,-0.7890801861781434,0.7004968050453848,0.014172260369771926,0.885195213763954,-0.2338565989959478,0.8212753075169049,0.7026319165108702,0.855981707424896,0.8038143752022215,0.7271364507670491,-0.33811961593803175,0.6843925616488165,0.2195656542053855,0.9496312267637037,0.26652815323643597,0.9252550048039154,0.9526211652239608,0.8915360710825913,0.9350274173473961,0.7060983094793793,0.5008618252949448,0.5456763042985407,-0.16886936095064323,-0.3451018156749031
violent_crime_hospital_admissions_trend,-0.14792107274032873,0.19774209693123523,-0.447589507630328,-0.7463032609832206,-0.414352796881184,-0.6110207260034692,-0.2554280327347962,0.2023342137720755,0.053100204597302185,-0.3197684821339089,-0.4506788054714401,0.027987583368514535,-0.2642924232680424,0.3382949401546038,-0.4747906738514024,-0.5706447466729704,-0.33108415854590906,-0.10787933758974323,-0.28103153176071966,0.0231703212296533,-0.7285555801527528,-0.5009899388131039,-0.08843190397480963,0.018504844389520863,0.48562713565124205,-0.4274139642201333,-0.7890801861781434,1.0,-0.7052960770254837,-0.289704550822642,-0.7020072495151078,0.1949360024648608,-0.876524329521325,-0.7672528681800045,-0.8478622531830827,-0.7787799293876466,-0.433081265038109,0.12029103716907198,-0.5724557804437168,-0.3410279428291173,-0.7289340003023426,0.07115973081541754,-0.7153254785381162,-0.8265950378601903,-0.7786546611041684,-0.6886185905970786,-0.4003856523350462,-0.8640099449905018,-0.6799729064327299,-0.03699574921865464,0.26316358428577313
mental_health_qof_prevalence_level,0.0007718619510460909,-0.22602519701915053,0.5557858500075682,0.6373968573446559,0.5357783623702711,0.5693389666778205,0.3256477302133247,0.1233179392532568,-0.3429340195246301,-0.017657869858195,0.1800722930432291,0.29696338803873035,0.09024079542625935,-0.25330340898069054,0.7539037327357422,0.24784987590969193,0.6394012414919935,-0.12826351362177263,0.2392147050491979,0.13286903901568878,0.6140659516597268,0.6413393939551382,0.01091940714097751,0.0711805471831492,-0.40604936212954573,0.20284706729583943,0.7004968050453848,-0.7052960770254837,1.0,0.23450154428688333,0.762289079125775,-0.4387860824833429,0.8076918244137403,0.7379819810548045,0.8264514591629222,0.7808169801138758,0.5824081315417536,0.13866159663602612,0.2755371979791637,0.37943160899668715,0.730090590058419,0.10365493094857704,0.6237760507445328,0.7558744362197031,0.7519860453636477,0.7076074600047486,0.5231172133606664,0.6358845770299069,0.52927329868412,0.038737682063511025,-0.3171805538803022
mental_health_qof_prevalence_trend,0.6150463962405781,0.44863126085494526,-0.2103054800182924,0.025078487970479256,-0.24000176425437403,-0.08767729750098796,-0.10917720073537907,-0.2450806585839681,0.29380418787583423,0.15669590663679467,-0.06805467390538328,-0.028025509865872156,-0.22563883522627914,-0.0961451351453145,0.5255135236464786,-0.13903599343320563,0.5093706474006383,-0.49763833766850984,0.5310093950351401,0.2163548154710999,0.1302041130384154,0.22092392079765932,0.17681654454062415,0.08626200870152825,-0.40522940057592893,0.48844652115496284,0.014172260369771926,-0.289704550822642,0.23450154428688333,1.0,0.1733877786685412,-0.2087546411546183,0.41995662283918495,0.38198871033017057,0.40904360163909537,0.2941428589394443,0.25885796286975427,0.5113905816392972,-0.03259655947612935,0.01245173182515756,0.011735393749938717,-0.7328690415135305,0.025488080540365367,0.13304938930330548,0.3329864113513684,0.008453848391898913,-0.4609777373160188,0.5006464970686334,0.3865596399295178,-0.12719787240030114,-0.45365860620801957
smoking_qof_prevalence_level,-0.17288480303421855,-0.31482432601694293,0.8036956005452004,0.8012235624108006,0.782694599282619,0.751989146638314,0.21453845619199616,0.14204410299092052,-0.5772739691440828,0.059842159833815356,0.4661406167751055,0.08562873229456198,0.5186343030600522,0.11989349261135919,0.5291701186755636,0.24071317925782426,0.5164793758273679,-0.1555792571830098,0.1140601847042367,-0.2794711044999809,0.7724266035854963,0.5337584035081666,-0.1312119374477153,0.18916237809817119,-0.7000486539450763,0.5863944288544378,0.885195213763954,-0.7020072495151078,0.762289079125775,0.1733877786685412,1.0,-0.4371574155205953,0.8625352353524703,0.7819370506200164,0.9084020723763082,0.8564181790694242,0.8249989440078335,-0.2232709935157536,0.6184304056835347,0.2995812347522638,0.9468265423082675,0.2636976640708374,0.8713269859888658,0.9354450719243219,0.941985594070012,0.911466331107527,0.7498169943530438,0.429771910872594,0.43395747203372326,-0.11675397471400735,-0.292339600345999
smoking_qof_prevalence_trend,-0.02841529735774273,0.11616384820614183,-0.4830103489087361,-0.3626395296508161,-0.4820416508426308,-0.3658935450382149,-0.1535720700235106,-0.536019943523439,0.4415565911158461,0.42323280229926635,0.23476293705785953,-0.05661492945832476,0.25501428109440766,0.24438451270031045,-0.4802590646485687,-0.027711176611165567,-0.5146122770461572,0.1792968751170126,-0.4928978684476187,-0.19423323071719187,-0.3307686621360061,-0.4891592094021974,0.08948472624438093,0.04577776267781606,0.4387921357852701,-0.26285321480792956,-0.2338565989959478,0.1949360024648608,-0.4387860824833429,-0.2087546411546183,-0.4371574155205953,1.0,-0.36620072743884646,-0.33991919910368384,-0.3867659873693136,-0.2430632671011935,-0.5970521760249434,-0.20727361601639585,0.05338624186087921,-0.47960306499047906,-0.45369492252519705,-0.150525295161678,-0.4703363648469876,-0.3680133720376731,-0.4152614469737118,-0.4578882852470042,-0.44474589327823255,-0.09717295208116568,-0.12164816863857826,-0.22512524700728598,0.11617831102715918
violent_crime_sexual_offences_per_1000_level,0.12407930598847133,-0.18358998110636876,0.5156078810523231,0.7220924463328586,0.48280600528144046,0.6077916286952162,0.21786820910455507,-0.12806705439510796,-0.3129069500012044,0.25960768486076075,0.39540929156229493,0.1505171622379442,0.2818278164393401,-0.08149578044632526,0.6118872356112569,0.4219601649071538,0.5248067527149362,-0.08741216296518449,0.26383445941171757,-0.07434579922242834,0.6713419734535805,0.5925545262174265,-0.0006127396944945195,0.09595886562624156,-0.5928846031434305,0.5164324541740903,0.8212753075169049,-0.876524329521325,0.8076918244137403,0.41995662283918495,0.8625352353524703,-0.36620072743884646,1.0,0.8560468050553974,0.990764156833152,0.8745410166015192,0.7242771388904373,-0.04343394904666037,0.5098364862042911,0.2188518921308049,0.7983527315500963,-0.1312261616549991,0.7267839284542236,0.8599439768975002,0.879392304016084,0.7456653593074328,0.4812159948027159,0.7496355959731997,0.7041466373838622,-0.12740202948786458,-0.5027344194333089
violent_crime_sexual_offences_per_1000_trend,0.0452115490818845,-0.21193462696335577,0.5039144547483518,0.8251995738456384,0.47992449392076914,0.7513655335380793,-0.005612059034992903,-0.10486209210425651,-0.2072050335095603,0.330811944023059,0.16827868440855628,0.09517256493227806,0.2810307400075519,0.08340733567406587,0.4924962485269694,0.43195613327653803,0.39421559917348686,-0.1629375886810165,0.3214831913989778,-0.1726364639020034,0.6514820493555036,0.7135269759132237,-0.12287418823869706,0.28683628099873465,-0.5596278797570204,0.5716682655685513,0.7026319165108702,-0.7672528681800045,0.7379819810548045,0.38198871033017057,0.7819370506200164,-0.33991919910368384,0.8560468050553974,1.0,0.864330901045959,0.9248266451215307,0.5784484231553342,0.11060816265505537,0.525285432897378,0.39710371815777856,0.7082813391646163,-0.23237706639655242,0.6699175479170933,0.7659821526233676,0.7874847464028703,0.6667508850541064,0.4610775992325346,0.6173513592158619,0.4616011350605637,-0.2723349680425304,-0.5259543480799166
violent_crime_violence_offences_per_1000_level,0.09427594800046732,-0.1734567523200782,0.5961836144657543,0.7434104127108848,0.5648447867737278,0.642493377845637,0.22564133306815115,-0.04313200850048863,-0.36467159306207775,0.17907734781580173,0.4095995015070637,0.14319998410450968,0.32720590160414587,-0.037723245008195565,0.649232387769641,0.3360657960151466,0.5736743576655945,-0.11788801628067462,0.24607126243787428,-0.1397684058672918,0.72088191125887,0.6238684976497723,0.012043899863633462,0.0832542234675113,-0.6382401296464628,0.551972749767939,0.855981707424896,-0.8478622531830827,0.8264514591629222,0.40904360163909537,0.9084020723763082,-0.3867659873693136,0.990764156833152,0.864330901045959,1.0,0.8986615177369245,0.7799596051352365,-0.047801035764813614,0.526699063267201,0.23698037637115524,0.8485215365982482,-0.07606718485964273,0.7778982725922672,0.8973746715621364,0.9214748020529582,0.8053758061491932,0.5231679017391626,0.6933372776683336,0.6697307679939096,-0.16915605654141397,-0.5060057691789518
violent_crime_violence_offences_per_1000_trend,-0.13052695226028016,-0.3705234123219458,0.6017112584354972,0.8190981436826952,0.5783242226649822,0.7398582713226711,0.02624297846502774,-0.07762599326991147,-0.27549954214625194,0.23947130048775364,0.31175158540401526,0.1280444201010719,0.45876648477216947,0.09529053301908791,0.44120352289757214,0.4075481233636199,0.33654477615207135,0.03271897222043326,0.247423718698705,-0.2050025383682179,0.8024859348231181,0.5657352566293196,-0.009151208828580072,0.235632560139945,-0.62972246823025,0.569605085357253,0.8038143752022215,-0.7787799293876466,0.7808169801138758,0.2941428589394443,0.8564181790694242,-0.2430632671011935,0.8745410166015192,0.9248266451215307,0.8986615177369245,1.0,0.6035643090014301,-0.01632435563358349,0.7045472425080092,0.3080653256517685,0.8058418822228489,-0.08120115293196319,0.7256791445566277,0.8812789209459962,0.8753807158428487,0.7730435169821568,0.531967578209483,0.640570852708381,0.5675722693372119,-0.33216092589650514,-0.4150226625644751
reoffending_pct_level,0.06247954709901045,0.02153903487310474,0.7105850142954389,0.5063959263467,0.69132025465763,0.4888142848248049,0.1288555017772684,0.3052463750217399,-0.5581085770601375,-0.2261496245637494,0.2630055264631826,0.17139257931391735,0.23957487324017185,0.173772132302659,0.6238033961816898,-0.04579445717153457,0.6370417704886093,-0.1910119788700901,0.21443086967765174,-0.3064852591384554,0.5331433484314877,0.6222025101671403,-0.03657812132333049,-0.07657512079892052,-0.6571032722174835,0.5652190533653692,0.7271364507670491,-0.433081265038109,0.5824081315417536,0.25885796286975427,0.8249989440078335,-0.5970521760249434,0.7242771388904373,0.5784484231553342,0.7799596051352365,0.6035643090014301,1.0,-0.1455835014791915,0.2909750605039559,0.11563682984653739,0.7961009655790303,0.13312401917147612,0.7547026217728119,0.7375749246362626,0.8121371473486354,0.7742446843285191,0.5874122903555176,0.16389472606822483,0.3343168279649344,-0.2456487293895952,-0.5691002190589978
reoffending_pct_trend,0.5261129293894155,0.3880040878848664,-0.254611308882249,-0.09813116295172722,-0.25427930388354075,-0.13605997111285262,0.09684934674181156,0.12714213881694827,0.2189680927163419,-0.23301676336009342,-0.3953629016265,0.11219959101795265,-0.6550840382456043,-0.2799042517771638,0.37864353341021645,-0.3797828700829034,0.2913435702666111,-0.2998244683863637,0.1864966380725677,0.34596246771022776,-0.11989322260677326,0.2723122579006639,0.4479556612185283,-0.10347610052388714,-0.12824413151599778,0.09068360073101008,-0.33811961593803175,0.12029103716907198,0.13866159663602612,0.5113905816392972,-0.2232709935157536,-0.20727361601639585,-0.04343394904666037,0.11060816265505537,-0.047801035764813614,-0.01632435563358349,-0.1455835014791915,1.0,-0.391410061639596,0.08311865580007147,-0.2955827215969077,-0.5150330096351878,-0.26567401566182386,-0.24696496430409656,-0.1435892868084735,-0.22775543768335915,-0.4980986328743382,0.2293264062428808,0.2798713348570825,0.01195142391913389,-0.11650808512240171
obesity_prevalence_adults_level,-0.4831700147441196,-0.6004111157368408,0.5328485788704027,0.7027368202655844,0.5191210868516135,0.6481048934954438,-0.21805188846294174,-0.24205092562708472,-0.2030206049344667,0.33733533274913097,0.46010526446707134,-0.12894293933674578,0.7504726180040471,0.1099191305354729,-0.09096902446231335,0.5143796253917983,-0.14016736884302353,0.34746264289247847,0.14170989691139066,-0.26813525121222054,0.75752482283815,0.058274569784932846,-0.11754816996423963,0.20491230564598412,-0.5890489748624776,0.56572292683203,0.6843925616488165,-0.5724557804437168,0.2755371979791637,-0.03259655947612935,0.6184304056835347,0.05338624186087921,0.5098364862042911,0.525285432897378,0.526699063267201,0.7045472425080092,0.2909750605039559,-0.391410061639596,1.0,0.06058471593611116,0.6451382178815156,0.14219708073196355,0.6191731881974336,0.726815916733929,0.6641564481094183,0.6241378306693425,0.46957279103233335,0.3932885170928984,0.3725216495893021,-0.2990739176315337,-0.01620148340244848
obesity_prevalence_adults_trend,-0.10502955195156802,-0.17953533733385457,0.42860940758096455,0.545437312958471,0.4343988936897371,0.5843795535689662,0.2711765560547906,0.48768344297462324,-0.02582625749517883,-0.19143619304931112,-0.35408189690417285,-0.5177166777425539,0.04146398285010351,-0.06470039813231546,0.17709869197081,0.2073330900668928,0.19755618791850602,0.0024806681465570153,0.3487966270449909,0.23784359822930198,0.44769416654274263,0.49135359769747977,0.0960378330072246,-0.0670807980259688,-0.25143197298830045,0.0477597435036106,0.2195656542053855,-0.3410279428291173,0.37943160899668715,0.01245173182515756,0.2995812347522638,-0.47960306499047906,0.2188518921308049,0.39710371815777856,0.23698037637115524,0.3080653256517685,0.11563682984653739,0.08311865580007147,0.06058471593611116,1.0,0.38337103455891597,0.2549024561548592,0.4548143422410303,0.3401196871763696,0.2744813762127082,0.4092442995619646,0.40898918631902664,0.27290776960941643,0.027898633402426314,0.49607604908352226,0.24212980504548534
mean_imd_score,-0.22527986720539883,-0.35293100837238955,0.9138083570262183,0.8477336444545868,0.8968133010251365,0.8163443918363522,0.28214769177383786,0.28801236019463605,-0.5603633317842314,-0.10159670086862206,0.4457300267515214,-0.02950818197969826,0.5225526683384913,-0.016979800730087417,0.5060293195282553,0.2583996822240687,0.47501975649369876,0.06200351996905246,0.13339636592248108,-0.28878757881116063,0.8700666975166729,0.5957629833560396,-0.009979334241023173,-0.05939939292962489,-0.6779904455331338,0.5055040985673908,0.9496312267637037,-0.7289340003023426,0.730090590058419,0.011735393749938717,0.9468265423082675,-0.45369492252519705,0.7983527315500963,0.7082813391646163,0.8485215365982482,0.8058418822228489,0.7961009655790303,-0.2955827215969077,0.6451382178815156,0.38337103455891597,1.0,0.383978894147949,0.9691982845360295,0.9736968181703918,0.9229090063876022,0.9890975143000932,0.8129242921632829,0.4185795511828173,0.4579536587464369,-0.07868404494850126,-0.22546027790649784
imd_domain_Barriers,-0.5616802504606807,-0.38209555100449316,0.57941913951672,0.1901406992404773,0.5990167747765774,0.28038312343679567,0.35324408139032154,0.518302200739018,-0.5169619138297524,-0.398912983621073,0.2335140123291433,-0.10393369220837811,0.3360909703871191,0.017664482815626492,-0.1212305340763517,-0.055936326000017876,-0.04957840966772309,0.20156340149063567,-0.36560368565719603,-0.12930297229913396,0.22118158015919778,-0.09639590901056012,-0.10363914726502389,-0.09307668626326063,-0.042864304852452656,-0.1859760464733319,0.26652815323643597,0.07115973081541754,0.10365493094857704,-0.7328690415135305,0.2636976640708374,-0.150525295161678,-0.1312261616549991,-0.23237706639655242,-0.07606718485964273,-0.08120115293196319,0.13312401917147612,-0.5150330096351878,0.14219708073196355,0.2549024561548592,0.383978894147949,1.0,0.35588133449908727,0.24146617267693266,0.10889922416081964,0.4008519906525354,0.6823994288588592,-0.3390484093252283,-0.2538589407350028,0.4113561388650695,0.5765401199080903
imd_domain_Education,-0.16195366149601526,-0.26623368198375924,0.9249223215495358,0.8681301902353934,0.9093775937380422,0.849148222816399,0.2899794237068286,0.35580996261631104,-0.4934610039208094,-0.158666708421543,0.38780001650794715,-0.20807062491110892,0.4939262102159787,-0.07017095739319579,0.49593937612181366,0.21799578354398186,0.4794510766322044,0.06805339533463883,0.1864430535816083,-0.2906075182006542,0.8808840013959076,0.6509540689617968,0.05295353613308174,-0.2001489188266986,-0.6966005362695384,0.527392485509558,0.9252550048039154,-0.7153254785381162,0.6237760507445328,0.025488080540365367,0.8713269859888658,-0.4703363648469876,0.7267839284542236,0.6699175479170933,0.7778982725922672,0.7256791445566277,0.7547026217728119,-0.26567401566182386,0.6191731881974336,0.4548143422410303,0.9691982845360295,0.35588133449908727,1.0,0.9341291773686892,0.8772593886030572,0.9789540433575087,0.7532319751437783,0.398040928972263,0.43727023381894997,-0.03484746620625613,-0.20461439522185976
imd_domain_Employment,-0.15875554728077174,-0.34443925719097157,0.8216238990769644,0.8479078661421421,0.7982395551969368,0.7796954812899487,0.20725582525493147,0.1276993462740656,-0.41324633598074545,0.011511965594047763,0.47624542633891814,-0.0003403699013304794,0.5121916918237543,-0.07369023198826856,0.5051206889699569,0.3388213604360427,0.43054425752772757,0.10960674635308112,0.21700224176912913,-0.24010924143571763,0.9118441307490541,0.5546085015340199,0.041922805030766876,-0.020047304865958487,-0.7142712541493376,0.5719904580172089,0.9526211652239608,-0.8265950378601903,0.7558744362197031,0.13304938930330548,0.9354450719243219,-0.3680133720376731,0.8599439768975002,0.7659821526233676,0.8973746715621364,0.8812789209459962,0.7375749246362626,-0.24696496430409656,0.726815916733929,0.3401196871763696,0.9736968181703918,0.24146617267693266,0.9341291773686892,1.0,0.9621981813077616,0.9563651598935238,0.7010413867388491,0.569362223665012,0.5594040049243688,-0.13207901396948804,-0.2612078705475188
imd_domain_Health,-0.022524924782464362,-0.17930898249105118,0.7426120963868321,0.7692960294063534,0.7142688403121975,0.6894619705405735,0.08338004045797999,0.059994673922473464,-0.3387273241314882,0.02931564980928013,0.41192449618893673,0.05549504676628806,0.4206768666448273,-0.013687566838028202,0.593235967701976,0.24099796374301305,0.5202316275177921,-0.05324538879868691,0.33782483053965695,-0.19365724148488442,0.841185379599936,0.5656801960099037,0.018859957402113034,0.05171349230701279,-0.807493874256761,0.7046787857911392,0.8915360710825913,-0.7786546611041684,0.7519860453636477,0.3329864113513684,0.941985594070012,-0.4152614469737118,0.879392304016084,0.7874847464028703,0.9214748020529582,0.8753807158428487,0.8121371473486354,-0.1435892868084735,0.6641564481094183,0.2744813762127082,0.9229090063876022,0.10889922416081964,0.8772593886030572,0.9621981813077616,1.0,0.900013379625494,0.5774762976591665,0.5535950819296754,0.5276376862212705,-0.1707728278788543,-0.37944780361376007
imd_domain_Income,-0.2143755591710325,-0.32053766544388845,0.945191880155316,0.8457385271705027,0.9308409277877819,0.8252503275337988,0.3277255404036848,0.37996750880260255,-0.5606707268273549,-0.20545352908276168,0.4178149985662941,-0.09568608852209529,0.5043425232945065,-0.053011110714588146,0.5308998192823381,0.16618255032932747,0.5054700017272292,0.07353786870782054,0.12291450007898487,-0.2829211233318947,0.8978774731130923,0.6186004347010703,0.08400525975688156,-0.1586129366240061,-0.6987346407121356,0.4963491949897113,0.9350274173473961,-0.6886185905970786,0.7076074600047486,0.008453848391898913,0.911466331107527,-0.4578882852470042,0.7456653593074328,0.6667508850541064,0.8053758061491932,0.7730435169821568,0.7742446843285191,-0.22775543768335915,0.6241378306693425,0.4092442995619646,0.9890975143000932,0.4008519906525354,0.9789540433575087,0.9563651598935238,0.900013379625494,1.0,0.7808175584934425,0.4003589185599521,0.4761150026856428,-0.0685063317330816,-0.18607760064876191
imd_domain_Living,-0.5646194283059724,-0.606773482314735,0.8443526705197768,0.7001850859603862,0.8485221345139894,0.745854727661089,0.26829737606719584,0.39317021507050864,-0.7381495874017955,-0.10018801071914377,0.29381348267107277,0.036252568502245,0.5262134828109254,0.1526487588924889,0.1366685721259515,0.34325324237003235,0.17181082107737342,0.14694472208071316,-0.1213200648682635,-0.3047453185099088,0.5723308851987304,0.3893523021385273,-0.30017621595753985,0.12017747251892962,-0.3155573537988088,0.1415042902419331,0.7060983094793793,-0.4003856523350462,0.5231172133606664,-0.4609777373160188,0.7498169943530438,-0.44474589327823255,0.4812159948027159,0.4610775992325346,0.5231679017391626,0.531967578209483,0.5874122903555176,-0.4980986328743382,0.46957279103233335,0.40898918631902664,0.8129242921632829,0.6823994288588592,0.7532319751437783,0.7010413867388491,0.5774762976591665,0.7808175584934425,1.0,0.027172619854315083,0.07232556362650147,0.05716046109076499,0.03328661487874081
