indicator,local_authority,year,forecast,lower_95,upper_95,trend_slope
post16_18_positive_destination_pct,Burnley,2023,55.837831158263725,51.473253898264275,60.202408418263175,0.7857258155588106
post16_18_positive_destination_pct,Burnley,2024,56.62355697382236,52.25897971382291,60.98813423382181,0.7857258155588106
post16_18_positive_destination_pct,Burnley,2025,57.40928278938122,53.04470552938177,61.77386004938067,0.7857258155588106
post16_18_positive_destination_pct,Chorley,2023,48.58769429027052,39.63725059850085,57.53813798204019,1.602429576668452
post16_18_positive_destination_pct,Chorley,2024,50.19012386693885,41.23968017516918,59.14056755870852,1.602429576668452
post16_18_positive_destination_pct,Chorley,2025,51.79255344360763,42.84210975183796,60.7429971353773,1.602429576668452
post16_18_positive_destination_pct,Fylde,2023,119.88825342071505,93.60826151556579,146.1682453258643,11.381066313850349
post16_18_positive_destination_pct,Fylde,2024,131.26931973456522,104.98932782941596,157.54931163971446,11.381066313850349
post16_18_positive_destination_pct,Fylde,2025,142.65038604841538,116.37039414326613,168.93037795356463,11.381066313850349
post16_18_positive_destination_pct,Hyndburn,2023,29.88630656235,20.57176852100992,39.200844603690086,-2.9758971627002646
post16_18_positive_destination_pct,Hyndburn,2024,26.910409399649325,17.595871358309243,36.22494744098941,-2.9758971627002646
post16_18_positive_destination_pct,Hyndburn,2025,23.93451223694956,14.619974195609476,33.249050278289644,-2.9758971627002646
post16_18_positive_destination_pct,Lancaster,2023,54.345768247362685,50.923230083578815,57.768306411146554,1.0541771858720734
post16_18_positive_destination_pct,Lancaster,2024,55.399945433234734,51.977407269450865,58.8224835970186,1.0541771858720734
post16_18_positive_destination_pct,Lancaster,2025,56.45412261910678,53.031584455322914,59.87666078289065,1.0541771858720734
post16_18_positive_destination_pct,Pendle,2023,39.489290596798995,36.86551360909891,42.11306758449908,-0.023979875876898503
post16_18_positive_destination_pct,Pendle,2024,39.4653107209221,36.841533733222015,42.08908770862218,-0.023979875876898503
post16_18_positive_destination_pct,Pendle,2025,39.4413308450452,36.81755385734512,42.065107832745284,-0.023979875876898503
post16_18_positive_destination_pct,Preston,2023,46.04592791312325,41.289012094999066,50.802843731247435,0.6572259154141123
post16_18_positive_destination_pct,Preston,2024,46.703153828537324,41.94623801041314,51.46006964666151,0.6572259154141123
post16_18_positive_destination_pct,Preston,2025,47.3603797439514,42.603463925827214,52.11729556207558,0.6572259154141123
post16_18_positive_destination_pct,Ribble Valley,2023,29.017291216757712,23.08257076743478,34.952011666080644,1.0550178287970076
post16_18_positive_destination_pct,Ribble Valley,2024,30.072309045554903,24.13758859623197,36.007029494877834,1.0550178287970076
post16_18_positive_destination_pct,Ribble Valley,2025,31.12732687435164,25.192606425028707,37.06204732367457,1.0550178287970076
post16_18_positive_destination_pct,Rossendale,2023,34.06336068917881,28.358179319999465,39.76854205835815,1.4099500681884516
post16_18_positive_destination_pct,Rossendale,2024,35.47331075736702,29.768129388187674,41.17849212654636,1.4099500681884516
post16_18_positive_destination_pct,Rossendale,2025,36.88326082555568,31.178079456376338,42.58844219473502,1.4099500681884516
post16_18_positive_destination_pct,South Ribble,2023,45.870554429027834,38.204603966586134,53.536504891469534,1.4057862727734103
post16_18_positive_destination_pct,South Ribble,2024,47.27634070180102,39.61039023935932,54.94229116424272,1.4057862727734103
post16_18_positive_destination_pct,South Ribble,2025,48.68212697457466,41.01617651213296,56.34807743701636,1.4057862727734103
post16_18_positive_destination_pct,West Lancashire,2023,28.708790374204,13.46820622016664,43.94937452824136,-1.180827813581573
post16_18_positive_destination_pct,West Lancashire,2024,27.5279625606222,12.28737840658484,42.76854671465956,-1.180827813581573
post16_18_positive_destination_pct,West Lancashire,2025,26.347134747040855,11.106550593003496,41.58771890107821,-1.180827813581573
post16_18_positive_destination_pct,Wyre,2023,56.447930023759,50.96795502774378,61.92790501977422,-0.7644168993216531
post16_18_positive_destination_pct,Wyre,2024,55.68351312443747,50.203538128422245,61.16348812045269,-0.7644168993216531
post16_18_positive_destination_pct,Wyre,2025,54.91909622511571,49.439121229100486,60.39907122113093,-0.7644168993216531
residual_waste_per_household_kg,Blackburn with Darwen,2025,635.8619047619031,587.0214287766895,684.7023807471168,5.981071428571428
residual_waste_per_household_kg,Blackburn with Darwen,2026,641.8429761904754,593.0025002052618,690.683452175689,5.981071428571428
